#timestamp x y z q_x q_y q_z q_w
1710569236.228101 -0.004340667627758 -0.001827991870514 -0.000175578935097 0.000303198940866 0.000096557688883 0.000156894096176 0.999999937065626
1710569236.327571 0.008921768994184 -0.005019887922492 0.004033365625531 -0.000147606376321 -0.000236224590095 0.000188959735653 0.999999943352257
1710569236.428363 0.022812078419861 -0.000143617000182 0.016938984991927 0.000480741278733 -0.000934638937285 0.000451681407070 0.999999345660678
1710569236.528594 0.034194748695282 -0.004922603497068 0.025081366150776 0.001640494163447 -0.001276779845860 0.000427518515081 0.999997747917486
1710569236.626718 0.034161206376015 -0.004470338202430 0.020805738327252 0.001288264531455 -0.002589540886917 0.000731304434992 0.999995549913255
1710569236.727757 0.038798139778353 -0.010694971998853 0.021074121091289 0.000545051499981 -0.001791386812622 0.000971230740172 0.999997775279025
1710569236.827680 0.048377469702277 -0.012338260924312 0.018000530936163 -0.000137291863757 -0.000502900552019 0.001499943388157 0.999998739205111
1710569236.927536 0.052617096499659 -0.015148793277029 0.002603066140369 -0.000232272430808 0.000356646718658 0.002059497769646 0.999997788658342
1710569237.025346 0.056045952076990 -0.008849138890475 0.000652874722112 -0.001952080797568 -0.000046387688213 0.002156948921208 0.999995767391089
1710569237.126297 0.061904479471084 -0.010875716587157 0.001095573755686 -0.002338920855172 0.000501318210890 0.002105192694192 0.999994923133615
1710569237.225252 0.053306467218593 -0.010163951583704 0.013194380581853 -0.001847952108673 -0.000147933319198 0.001927402253163 0.999996424148253
1710569237.326367 0.044896585331524 -0.005738608196794 0.021136375138116 -0.001564213069513 -0.000645612813677 0.001603565736895 0.999997282495556
1710569237.425976 0.033787399530356 -0.005974058959555 0.026015214867153 -0.001167572182860 -0.000793458544521 0.001747191173861 0.999997477257687
1710569237.525184 0.026648499116858 -0.001998250544508 0.032679057383582 -0.001100552318714 -0.001057042694704 0.001599574845475 0.999997556399839
1710569237.626129 0.025162689861623 -0.003623538153565 0.039512942968389 -0.000432290772036 -0.001337487854816 0.001499641505183 0.999997887660910
1710569237.727492 0.028653720302180 -0.003035664890080 0.048313636545861 -0.000196713478526 -0.000869131742685 0.001731983397771 0.999998103071867
1710569237.824488 0.035538794343864 0.004033589447616 0.057032526059392 -0.000199330699602 0.000545599089169 0.002224687471554 0.999997356673787
1710569237.929882 0.039494908010629 0.000899862570126 0.081588874509999 0.000562022495308 -0.000562867466884 0.002071579533805 0.999997537931552
1710569238.026541 0.064280843897023 0.011806172692928 0.096063750592919 0.001431710351224 -0.000997550146641 0.000908736967089 0.999998064646277
1710569238.131189 0.113537974775647 0.026677933082567 0.107779938598415 0.003219665134368 -0.001010395388314 0.004725730203505 0.999983140023684
1710569238.231496 0.179204375117518 0.036600240483075 0.113175543737577 0.004748576942674 -0.000206543032080 0.012783115218368 0.999906995836268
1710569238.325365 0.270636629500045 0.041991576060143 0.112501076461782 0.003815695229254 0.002623181539977 0.024697984188319 0.999684234628895
1710569238.426273 0.330060967231059 0.067487575743141 0.123900044320396 0.001994831623270 0.004554397511940 0.036245426307868 0.999330549508949
1710569238.531590 0.396578193889965 0.090336851665531 0.129457945089832 0.001513742780720 0.003971274406529 0.049559809701229 0.998762115233031
