#timestamp x y z q_x q_y q_z q_w
1710569235.628433 0.002513953673411 0.000331339416816 -0.007338957496717 0.000118806902885 -0.000061586354182 0.000070462378672 0.999999988563546
1710569235.728575 0.001656456629009 -0.001569277307260 -0.006442186982308 -0.000003073311087 -0.000046366686388 0.000065976045369 0.999999996743922
1710569235.827746 0.004369052845037 0.000518296752695 -0.002801666563856 -0.000090450843117 0.000076026643251 0.000170282525335 0.999999978521226
1710569235.929078 0.002074983211526 0.000489380375381 -0.004106075396568 0.000037091705639 -0.000432800098814 0.000025480747192 0.999999905329500
1710569236.029095 0.003199651138965 -0.000917385225378 -0.004643300195929 0.000302853767087 -0.000092808398352 0.000136745712506 0.999999940483400
1710569236.128603 0.003009231713745 -0.000704181242513 -0.001063751135531 -0.000032532209461 -0.000092847551392 0.000018412580378 0.999999994990980
1710569236.228101 0.003483058566963 -0.001252835932543 -0.003186261438295 0.000068336966348 -0.000002523685629 0.000056853955258 0.999999996045657
1710569236.327571 0.002621531310262 -0.001221869236995 -0.002876761924193 -0.000052313255032 -0.000138539120042 0.000104239073670 0.999999983602223
1710569236.428363 0.003212914812398 -0.000658991324165 -0.004133379585305 -0.000113967004828 -0.000048976192092 0.000086162261973 0.999999988594457
1710569236.528594 0.002886393519915 0.000211238626799 -0.004351349321401 -0.000215098738856 -0.000106154869676 0.000194676201675 0.999999952282423
1710569236.626718 0.001035098365685 -0.000027526773559 -0.005118081211955 -0.000096734096365 -0.000280977850853 0.000054988472814 0.999999954335111
1710569236.727757 0.002972110794061 -0.000797859359323 -0.005735724924324 0.000004581808878 -0.000060082792666 0.000151059429750 0.999999986775054
1710569236.827680 0.003008015122752 -0.001122221978972 -0.004370388942123 -0.000018166096813 -0.000143580031588 0.000115662399130 0.999999982838485
1710569236.927536 0.002715694333014 -0.000819449620097 -0.003746235438865 -0.000079664713896 -0.000041473717373 0.000147694572456 0.999999985059886
1710569237.025346 0.000935780366236 0.000038088996360 -0.003459488823403 -0.000197689579147 -0.000177842963394 0.000054291934291 0.999999963171544
1710569237.126297 0.001909487396268 0.001066724556719 -0.004207538430586 -0.000178030498126 -0.000058564903276 0.000066943524535 0.999999980196925
1710569237.225252 0.001733132849263 0.001517342097272 -0.003197027128750 -0.000128719176004 -0.000071383051287 -0.000012855626463 0.999999989085279
1710569237.326367 0.001740143010728 0.002117064901039 -0.004774194153639 -0.000054985186842 -0.000093459183259 -0.000017076607249 0.999999993975196
1710569237.425976 0.000923542582588 0.000222447906120 -0.005929761789464 0.000060455144625 -0.000125169939020 0.000068636269272 0.999999987983358
1710569237.525184 0.000566567584375 0.000315009656727 -0.004557618023233 0.000000353225756 -0.000053970631402 0.000026230668625 0.999999998199495
1710569237.626117 0.000162829101132 -0.000077085943385 -0.005190585510991 -0.000028074166650 -0.000050653692064 0.000061677643835 0.999999996420952
1710569237.727492 -0.004553849725518 -0.003706808657104 -0.006691752575715 -0.000025363395837 -0.000246180620912 0.000003094098526 0.999999969371108
1710569237.824488 0.001161098333365 0.000532461358363 -0.003327229974219 0.000120511834734 -0.000842292349441 0.000102033656722 0.999999632804742
1710569237.929882 0.016442489293604 0.000734131508493 -0.009964637637705 -0.000064558124832 -0.000495305332553 0.000018180030665 0.999999875087168
1710569238.026541 0.026370042220675 -0.004273770938123 -0.008408407959893 0.000212313419199 -0.001233431020959 -0.000219922534074 0.999999192602172
1710569238.131189 0.071724158596611 -0.001840358700306 -0.007701924871467 -0.000142251379570 -0.000982357020767 0.002749852678762 0.999995726515600
1710569238.231496 0.148859179599948 -0.006748075735098 -0.012286874972101 0.000238707828511 -0.000510361781262 0.010250980099805 0.999947298589485
1710569238.325365 0.251035741434079 0.007706623416060 0.000433098172482 0.000205068983930 -0.000335054036195 0.021294188922850 0.999773175877215
1710569238.426273 0.314913077921744 0.030121051927250 0.007269331426269 -0.000472970725762 -0.000547504225629 0.035399725056539 0.999372971419444
1710569238.531590 0.373567532159813 0.058243323195230 -0.002002643895993 -0.001469402557421 -0.002072949354805 0.047653249952140 0.998860706758498
1710569238.632890 0.440119260446271 0.074042934757029 -0.010910908273599 -0.000556528064865 -0.002265238581987 0.061853015407124 0.998082543407967
1710569238.737107 0.517602003279086 0.094815399651305 -0.004406273120792 0.000004768793375 -0.002208659762520 0.073155593955716 0.997318094126587
1710569238.843076 0.589860329978541 0.111720180269857 -0.000091971463916 -0.001181797019678 -0.002149782623771 0.084850709046393 0.996390655799616
1710569238.944347 0.666314434276523 0.136797277514961 0.000946773905408 -0.002362707981688 -0.002806006869968 0.095093655359322 0.995461571657506
1710569239.045202 0.742946323697850 0.172033473993097 0.003372029261959 -0.001722980671512 -0.003111084768486 0.104912093857797 0.994475140489460
1710569239.143968 0.835630432347658 0.206090962099053 0.001423061296089 -0.001929130859878 -0.001824842730537 0.114264192048258 0.993446849518727
1710569239.225732 0.920247025018670 0.241524252802752 -0.006091606330690 -0.002629379768127 -0.000742307466186 0.121984135819066 0.992528289748018
1710569239.330795 0.992811837124807 0.258699580698940 0.008608585354546 -0.001465897894305 -0.002184462086436 0.130051339877868 0.991503771180281
1710569239.424731 1.080209657807564 0.299845440835174 0.012832433159856 -0.003203264006012 -0.001358128449779 0.137215766381641 0.990535071586620
1710569239.583110 1.216784505073557 0.355286565094088 0.024979343524853 -0.007757229913152 -0.000238493205515 0.146681410809579 0.989153341109440
1710569239.628061 1.240902317801792 0.363453840854882 0.027631185576374 -0.006814418607738 -0.001464463096506 0.148817670298318 0.988840088211359
1710569239.727818 1.316323515178211 0.384879872271730 0.019821853199564 -0.004588577732801 -0.002446814521234 0.155685792327374 0.987792939902122
1710569239.881723 1.417053768918459 0.430819878637897 0.008810771214273 -0.003438055716648 -0.002868634867111 0.164109695875605 0.986431932992082
1710569239.928487 1.446804838089230 0.448673073302724 0.010629456587691 -0.004265569162316 -0.003130759313315 0.165861876779606 0.986134798644172
1710569240.028410 1.537069418946295 0.494556094245469 0.011217221152376 -0.004132396199530 -0.002567597457362 0.170292777519619 0.985381500064615
