#timestamp x y z q_x q_y q_z q_w
1710569236.228101 -0.000678211122381 -0.001000958900072 -0.002331667795910 0.000182390341116 -0.000022902645152 0.000248591866595 0.999999952205657
1710569236.327571 0.000517003154364 -0.006262222196055 -0.020175471767188 -0.001512204573338 -0.000395338471132 0.000084565908887 0.999998774895964
1710569236.428363 0.002696620201732 -0.014732769478608 -0.031184641492254 -0.001546291531960 -0.001282331631224 0.000063781937252 0.999997980267935
1710569236.528594 0.003322574801518 -0.011922851537456 -0.044185863892948 -0.002379863540273 -0.001044695889004 0.000060983500402 0.999996620564810
1710569236.626718 0.002849730650464 -0.007569697830465 -0.049757766233766 -0.003231748856464 -0.001042398041582 0.000384264345683 0.999994160756233
1710569236.727757 0.000738944442743 -0.003725473864430 -0.052699384179261 -0.002975606311452 -0.001237957015258 0.000331708895640 0.999994751585585
1710569236.827680 0.002102679477039 -0.003231847326222 -0.052867809991397 -0.001821343585904 -0.000521800299814 0.000919884351819 0.999997782119925
1710569236.927536 0.005298114228709 -0.002005440897433 -0.052166413822465 -0.001806404322321 -0.000426185869043 0.000889702573343 0.999997881846937
1710569237.025346 0.003445821141567 -0.001219309200389 -0.054983969944578 -0.001419640879882 -0.000453517222180 0.000987190667367 0.999998402196967
1710569237.126297 0.008335550170202 0.004829282566957 -0.051920499327583 -0.001812802589994 -0.000148522717419 0.000756202675572 0.999998059920760
1710569237.225252 0.010852160179583 0.003605571059830 -0.054503689458400 -0.001243808404100 -0.000205894243141 0.001035540245473 0.999998669101421
1710569237.326367 0.012330921057726 0.003182992776873 -0.057603411589187 -0.001053078686963 -0.000205901322108 0.001254449618056 0.999998637492111
1710569237.425976 0.011951584916683 0.002107908166648 -0.056336052903439 -0.001070634983575 -0.000350251040427 0.001095909572490 0.999998765022811
1710569237.525184 0.009781744095483 -0.000358581257812 -0.049975525442017 -0.000680460520468 -0.000669758506850 0.001086529794553 0.999998953924466
1710569237.626129 0.010452085005222 -0.001814395310019 -0.053007650879706 -0.000722871045516 -0.000356107246052 0.001218729424601 0.999998932671265
1710569237.727492 0.001414283017734 -0.002476375381135 -0.051268476023221 -0.000740245476834 -0.001679776347621 0.001142059500494 0.999997663041345
1710569237.824488 0.004052715248002 0.004997245581254 -0.053744631836827 -0.000481415050290 -0.001666657534091 0.001456526945614 0.999997434507444
1710569237.929882 0.020290988877518 0.001221907374074 -0.053357527486039 -0.000741453726739 -0.003265780964819 0.001067938948750 0.999993822194648
1710569238.026541 0.037367208738745 -0.004364765896731 -0.054220726567971 -0.001140220001744 -0.002575221540460 0.000618985849520 0.999995842485798
1710569238.131189 0.086164978383761 0.003736740262871 -0.047916477497681 -0.001599910708418 -0.005150958302496 0.004664216562658 0.999974576175887
1710569238.231496 0.163308515206039 0.007626109510271 -0.039379781386261 -0.000772567375567 -0.003565292402641 0.012495083746157 0.999915278767110
1710569238.325365 0.268312069416064 0.020834459057025 -0.042839387504372 -0.000417012512596 0.000004982027616 0.023442006506089 0.999725111421489
1710569238.426273 0.318451644241324 0.030316462924422 -0.040570267391927 -0.000089626500041 -0.001891563681764 0.036705329375412 0.999324338115193
1710569238.531590 0.383122104735885 0.052862471639540 -0.041849288380833 -0.000937609097301 -0.003379275946655 0.049480352845099 0.998768940278771
1710569238.632890 0.457097254510556 0.067969461173204 -0.047429724123840 -0.000432202631420 -0.004515796800308 0.062996756960622 0.998003421533506
1710569238.737107 0.535782041369090 0.094166197421665 -0.047536970978907 0.001025435832332 -0.005820673140201 0.075148855091664 0.997154811362788
1710569238.843076 0.598438706035991 0.120623838703403 -0.039213786777455 -0.001021255961741 -0.005795542945394 0.086416818918800 0.996241688610842
1710569238.944347 0.672732748892359 0.154984543069996 -0.042384032119562 -0.002649792373813 -0.006940018878956 0.096985139340098 0.995258105963229
1710569239.045202 0.749515985376593 0.190650574756377 -0.037966848151433 -0.002181223252507 -0.007973812907470 0.106253819810449 0.994304674809751
1710569239.143968 0.826179663167258 0.224312967410728 -0.048871671393523 -0.002264277375141 -0.005396316817889 0.115769994508703 0.993258808762459
1710569239.225732 0.913020370809713 0.266329904497592 -0.052103925734926 -0.002736039565135 -0.002203354854841 0.123884605907841 0.992290413001121
1710569239.330795 0.969717836338076 0.297115497284719 -0.029071060513296 -0.000766154231787 -0.003404106871991 0.131398004070663 0.991323554441403
1710569239.424731 1.064140827510112 0.342714391690604 -0.028910681187922 -0.001697906855815 -0.000803056708450 0.139464031226271 0.990225356273179
1710569239.583110 1.161819882252977 0.409284084931484 -0.019020394626346 -0.005081468946515 -0.000174909173267 0.147792188460494 0.989005367584109
1710569239.628503 1.187914160662529 0.426188549900804 -0.009239535894278 -0.002750056361006 -0.001485896964561 0.149939014338111 0.988690306051158
